g1.gid,g2.gid,ged,hungarian,vj,beam5
52,194,96,168,174,96
52,552,87,135,145,87
52,472,77,157,173,77
52,233,82,124,136,82
52,504,146,216,228,146
52,408,83,125,139,83
52,45,115,163,165,115
52,294,103,177,181,103
52,87,77,131,141,77
52,235,99,145,139,99
52,27,82,126,148,82
52,192,79,135,143,79
52,349,142,216,216,142
52,246,76,146,140,76
52,134,97,123,129,97
52,502,77,141,137,77
52,407,92,142,148,92
52,97,81,137,137,81
52,296,244,306,304,244
52,557,105,173,181,105
52,218,97,175,165,97
52,500,115,151,165,115
52,88,119,149,147,119
52,199,124,204,192,124
52,501,126,170,176,126
52,411,86,140,140,86
52,283,107,169,175,107
52,221,93,133,141,93
52,288,86,152,148,86
52,121,98,142,122,98
52,521,92,142,142,92
52,273,100,156,142,100
52,147,116,138,152,116
52,382,108,158,164,108
52,73,105,147,147,105
539,25,84,146,142,84
539,438,112,154,178,112
539,252,71,121,141,71
539,24,85,151,151,85
539,267,85,145,149,85
539,315,103,157,163,103
539,350,88,134,150,88
539,15,67,139,145,67
539,348,94,148,144,94
539,67,77,143,145,77
539,415,105,155,149,105
539,442,114,168,150,114
539,167,106,152,148,106
539,395,101,179,183,101
539,365,92,146,156,92
539,317,96,148,156,96
539,302,101,159,155,101
539,149,110,156,160,110
539,377,77,143,143,77
539,253,76,138,152,76
539,537,106,154,166,106
539,81,75,143,145,75
539,266,78,140,142,78
539,279,132,206,204,132
539,558,110,176,174,110
539,105,85,155,161,85
539,300,101,179,175,101
539,176,87,173,175,87
539,406,78,146,146,78
539,109,82,146,148,82
539,230,87,143,153,87
539,554,102,140,152,102
539,401,122,160,178,122
539,43,99,167,175,99
539,388,90,130,156,90
539,489,95,145,149,95
539,184,92,150,164,92
539,347,78,152,152,78
539,301,90,152,162,90
539,536,93,155,161,93
539,589,86,146,148,86
539,564,89,147,149,89
539,107,95,153,157,95
539,289,86,156,152,86
539,509,114,144,156,114
539,292,125,193,201,125
539,513,92,154,154,92
539,526,123,205,203,123
539,428,100,130,150,100
539,295,233,301,295,233
539,545,85,157,147,85
539,116,67,155,145,67
539,291,127,199,195,127
539,490,75,143,141,75
539,448,113,143,145,113
539,84,72,146,144,72
539,1,90,152,162,90
539,245,89,153,153,89
539,594,131,195,193,131
539,519,92,150,146,92
539,112,101,183,177,101
539,101,94,164,168,94
539,316,107,161,161,107
539,381,70,132,144,70
539,538,104,152,154,104
539,313,113,165,181,113
539,31,86,132,158,86
539,215,109,187,189,109
539,531,99,143,161,99
539,44,85,169,177,85
539,452,83,145,143,83
539,524,74,142,154,74
539,123,182,244,256,182
539,304,91,147,153,91
539,520,93,153,147,93
539,241,77,141,149,77
539,270,89,135,149,89
539,180,85,133,133,85
539,74,101,157,153,101
539,42,85,175,179,85
539,309,115,173,169,115
539,26,90,146,158,90
539,570,90,140,158,90
539,297,245,309,307,245
539,572,83,131,165,83
539,546,83,161,155,83
539,22,80,146,158,80
539,86,79,147,141,79
539,41,83,177,165,83
539,174,103,173,177,103
539,308,91,147,153,91
539,118,191,251,257,191
539,578,134,200,202,134
539,287,79,159,173,79
539,514,80,156,164,80
539,223,92,138,150,92
539,305,102,172,174,102
539,598,114,182,186,114
539,284,95,165,167,95
539,182,86,158,160,86
539,168,87,153,159,87
539,544,57,145,153,57
539,143,97,137,131,97
539,113,111,189,185,111
539,533,104,150,168,104
539,14,77,137,143,77
539,540,96,170,168,96
539,286,91,141,155,91
539,93,83,133,143,83
539,276,95,129,149,95
539,126,90,136,128,90
539,243,86,142,150,86
539,102,111,143,155,111
539,459,96,150,158,96
539,547,100,158,164,100
539,414,89,147,149,89
539,177,91,145,155,91
539,62,80,142,148,80
539,227,93,149,141,93
539,226,89,149,163,89
539,444,97,149,155,97
539,282,93,157,171,93
539,553,78,166,164,78
539,574,87,153,159,87
539,306,110,174,188,110
539,516,79,145,151,79
539,193,83,145,153,83
539,492,74,144,148,74
539,495,76,148,148,76
539,195,98,176,178,98
539,530,86,162,148,86
539,327,96,168,172,96
539,595,97,165,157,97
539,390,92,138,160,92
539,146,99,147,157,99
539,103,121,197,215,121
539,46,90,160,162,90
539,355,143,207,211,143
539,493,68,144,154,68
539,234,95,153,155,95
539,430,93,135,141,93
539,293,180,232,254,180
539,98,98,146,140,98
539,404,86,144,146,86
539,91,99,155,161,99
539,439,126,174,174,126
539,13,82,144,144,82
539,310,107,179,181,107
539,599,119,171,175,119
539,275,90,122,124,90
539,379,93,133,145,93
539,169,119,163,161,119
539,569,108,152,154,108
539,89,101,157,163,101
539,392,90,160,168,90
539,203,113,195,189,113
539,30,73,139,139,73
539,542,104,160,172,104
539,204,115,193,203,115
539,222,102,132,142,102
539,325,97,183,183,97
539,269,86,152,144,86
539,228,89,151,155,89
539,271,75,151,153,75
539,63,79,143,141,79
539,333,85,139,147,85
539,21,83,149,157,83
539,171,112,186,182,112
539,560,91,151,151,91
539,108,91,159,161,91
539,523,88,186,190,88
539,443,106,150,150,106
539,496,89,141,147,89
539,231,94,148,158,94
539,99,89,147,153,89
539,418,82,128,144,82
539,517,112,172,168,112
539,290,81,141,145,81
539,424,85,141,129,85
539,494,84,150,146,84
539,272,71,143,157,71
539,303,73,147,145,73
539,178,95,155,163,95
539,534,130,164,166,130
539,307,97,171,177,97
539,247,100,138,132,100
539,90,75,141,149,75
539,23,69,147,147,69
539,200,87,149,155,87
539,571,83,153,155,83
539,485,84,142,150,84
539,591,114,188,186,114
539,92,102,152,160,102
539,17,98,156,164,98
539,16,107,169,183,107
539,242,82,134,152,82
539,541,105,171,163,105
539,37,99,157,153,99
539,461,96,162,160,96
539,412,103,143,147,103
539,10,78,138,146,78
539,434,70,146,138,70
539,357,93,133,151,93
539,299,82,128,142,82
539,512,99,153,139,99
539,503,90,158,174,90
539,597,119,199,203,119
539,68,96,152,148,96
539,573,78,148,164,78
539,185,90,168,166,90
539,427,69,125,145,69
539,47,86,138,148,86
539,277,83,131,143,83
539,585,95,155,149,95
539,274,80,136,140,80
539,85,92,134,142,92
539,499,63,149,151,63
539,148,100,148,158,100
539,191,85,169,171,85
539,559,80,144,140,80
539,371,85,133,147,85
539,117,87,173,177,87
539,139,95,143,153,95
539,366,93,139,147,93
539,563,97,149,171,97
539,278,102,158,158,102
539,187,101,173,159,101
539,532,147,227,227,147
539,173,95,163,175,95
539,465,104,184,188,104
539,580,92,142,148,92
539,198,101,175,177,101
539,72,79,149,149,79
539,158,100,132,140,100
539,189,110,160,170,110
539,20,94,142,156,94
539,94,104,142,152,104
539,196,103,177,171,103
539,8,194,256,258,194
539,522,84,154,154,84
539,33,102,148,152,102
539,551,101,177,177,101
539,484,117,165,179,117
539,378,92,134,144,92
539,593,97,151,143,97
539,268,85,141,151,85
539,413,96,158,160,96
539,52,89,147,149,89
539,539,0,0,160,0
539,380,96,144,146,96
539,535,91,151,147,91
539,320,78,134,132,78
539,583,93,165,149,93
539,498,63,127,145,63
539,36,84,152,154,84
539,95,77,139,147,77
539,179,90,132,134,90
539,285,103,161,169,103
539,596,113,161,167,113
539,409,81,143,149,81
539,250,94,146,160,94
539,183,105,159,163,105
539,326,95,173,165,95
539,346,71,131,143,71
539,400,100,142,148,100
539,543,69,151,159,69
539,104,81,153,155,81
539,48,92,136,146,92
539,32,72,132,156,72
539,511,94,150,146,94
539,209,109,195,193,109
539,197,86,146,154,86
539,491,101,133,147,101
539,312,107,157,169,107
539,49,78,144,144,78
539,181,90,152,160,90
539,497,88,140,152,88
539,600,98,156,162,98
539,592,87,141,149,87
539,457,80,122,134,80
539,527,117,205,205,117
539,575,116,194,186,116
539,71,93,145,159,93
539,224,112,188,192,112
539,18,102,158,152,102
539,194,117,179,179,117
539,552,80,146,156,80
539,472,70,162,174,70
539,233,85,145,147,85
539,504,143,225,213,143
539,408,82,144,162,82
539,45,126,178,176,126
539,294,110,178,182,110
539,87,64,156,154,64
539,235,102,148,160,102
539,27,97,147,155,97
539,192,106,148,152,106
539,349,141,211,217,141
539,246,91,143,149,91
539,134,92,144,136,92
539,502,74,152,162,74
539,407,115,151,155,115
539,97,76,140,156,76
539,296,243,303,309,243
539,557,110,176,180,110
539,218,90,156,172,90
539,500,84,170,174,84
539,88,90,142,162,90
539,199,125,195,211,125
539,501,127,181,183,127
539,411,85,149,141,85
539,283,118,174,162,118
539,221,98,148,148,98
539,288,85,151,155,85
539,121,91,149,139,91
539,521,113,141,151,113
539,273,85,155,153,85
539,147,109,161,155,109
539,382,99,171,169,99
539,73,82,150,162,82
380,25,82,144,140,82
380,438,104,158,162,104
380,252,67,115,119,67
380,24,81,133,141,81
380,267,69,111,113,69
380,315,95,159,145,95
380,350,76,118,118,76
380,15,61,115,111,61
380,348,76,134,126,76
380,67,57,105,115,57
380,415,91,127,123,91
380,442,88,156,156,88
380,167,86,154,148,86
380,395,101,167,165,101
380,365,66,132,136,66
380,317,90,116,116,90
380,302,89,139,137,89
380,149,82,134,124,82
380,377,77,121,113,77
380,253,68,112,112,68
380,537,82,142,142,82
380,81,87,107,127,87
380,266,58,112,104,58
380,279,126,178,182,126
380,558,92,158,160,92
380,105,101,111,117,101
380,300,103,157,153,103
380,176,93,161,147,93
380,406,86,114,114,86
380,109,78,118,116,78
380,230,71,103,119,71
380,554,66,122,114,66
380,401,104,158,162,104
380,43,99,161,155,99
380,388,60,108,108,60
380,489,59,107,107,59
380,184,92,142,142,92
380,347,80,146,134,80
380,301,100,140,152,100
380,536,105,155,145,105
380,589,72,114,124,72
380,564,87,133,129,87
380,107,85,129,137,85
380,289,78,132,134,78
380,509,94,138,142,94
380,292,109,177,171,109
380,513,96,138,154,96
380,526,121,187,187,121
380,428,86,102,104,86
380,295,233,279,283,233
380,545,67,133,137,67
380,116,65,119,131,65
380,291,127,179,177,127
380,490,57,117,121,57
380,448,85,117,123,85
380,84,82,128,120,82
380,1,90,128,134,90
380,245,81,139,135,81
380,594,123,179,171,123
380,519,82,128,126,82
380,112,107,157,153,107
380,101,86,150,148,86
380,316,83,145,145,83
380,381,62,114,108,62
380,538,86,146,140,86
380,313,107,155,167,107
380,31,80,134,114,80
380,215,111,171,163,111
380,531,75,135,131,75
380,44,95,155,151,95
380,452,59,111,107,59
380,524,62,122,126,62
380,123,182,228,226,182
380,304,87,133,139,87
380,520,83,123,121,83
380,241,53,111,107,53
380,270,57,115,109,57
380,180,85,113,105,85
380,74,79,145,145,79
380,42,99,161,149,99
380,309,101,153,153,101
380,26,88,134,142,88
380,570,78,138,138,78
380,297,237,291,283,237
380,572,85,139,141,85
380,546,77,137,147,77
380,22,90,142,150,90
380,86,57,115,117,57
380,41,93,151,157,93
380,174,107,163,153,107
380,308,87,133,139,87
380,118,185,229,233,185
380,578,134,182,188,134
380,287,73,137,137,73
380,514,94,126,138,94
380,223,68,134,128,68
380,305,100,156,154,100
380,598,114,174,170,114
380,284,89,133,139,89
380,182,76,142,140,76
380,168,77,145,135,77
380,544,67,133,135,67
380,143,81,103,109,81
380,113,105,159,171,105
380,533,80,142,136,80
380,14,63,129,125,63
380,540,100,154,146,100
380,286,75,143,133,75
380,93,43,105,111,43
380,276,75,115,109,75
380,126,68,108,92,68
380,243,66,106,114,66
380,102,75,137,139,75
380,459,96,124,122,96
380,547,84,132,130,84
380,414,75,123,115,75
380,177,89,145,143,89
380,62,66,122,126,66
380,227,83,115,133,83
380,226,81,115,131,81
380,444,83,127,129,83
380,282,101,145,155,101
380,553,74,140,140,74
380,574,91,145,149,91
380,306,114,174,176,114
380,516,63,125,121,63
380,193,73,115,117,73
380,492,68,128,136,68
380,495,78,128,138,78
380,195,88,158,150,88
380,530,86,136,142,86
380,327,102,162,158,102
380,595,91,143,133,91
380,390,82,128,128,82
380,146,81,139,135,81
380,103,123,199,195,123
380,46,78,160,146,78
380,355,143,197,193,143
380,493,60,124,118,60
380,234,77,111,121,77
380,430,69,103,111,69
380,293,172,224,220,172
380,98,84,116,110,84
380,404,60,110,108,60
380,91,85,123,133,85
380,439,102,156,166,102
380,13,70,126,128,70
380,310,107,167,165,107
380,599,125,151,151,125
380,275,60,110,108,60
380,379,73,101,111,73
380,169,93,153,147,93
380,569,88,146,140,88
380,89,79,135,135,79
380,392,94,142,142,94
380,203,125,177,171,125
380,30,67,113,115,67
380,542,96,142,154,96
380,204,115,177,171,115
380,222,64,110,118,64
380,325,97,165,161,97
380,269,90,122,124,90
380,228,79,123,119,79
380,271,67,111,125,67
380,63,51,115,103,51
380,333,53,107,113,53
380,21,81,147,141,81
380,171,102,164,158,102
380,560,59,105,119,59
380,108,89,123,127,89
380,523,116,162,174,116
380,443,82,132,134,82
380,496,69,135,133,69
380,231,84,120,120,84
380,99,75,111,113,75
380,418,64,128,136,64
380,517,98,160,150,98
380,290,69,129,121,69
380,424,83,119,119,83
380,494,58,112,120,58
380,272,91,139,137,91
380,303,81,137,135,81
380,178,103,141,135,103
380,534,92,156,158,92
380,307,107,163,153,107
380,247,66,116,108,66
380,90,57,121,119,57
380,23,79,135,137,79
380,200,57,125,123,57
380,571,85,147,137,85
380,485,72,118,120,72
380,591,98,160,166,98
380,92,74,124,126,74
380,17,104,152,140,104
380,16,113,167,165,113
380,242,62,112,108,62
380,541,113,145,153,113
380,37,79,135,137,79
380,461,84,130,124,84
380,412,79,109,119,79
380,10,56,108,104,56
380,434,66,128,130,66
380,357,83,113,107,83
380,299,70,126,128,70
380,512,93,123,123,93
380,503,82,142,142,82
380,597,123,191,177,123
380,68,62,134,124,62
380,573,82,142,142,82
380,185,100,156,156,100
380,427,61,111,101,61
380,47,70,112,104,70
380,277,69,119,127,69
380,585,81,131,119,81
380,274,78,126,118,78
380,85,74,108,118,74
380,499,75,127,125,75
380,148,72,130,122,72
380,191,103,155,153,103
380,559,62,112,106,62
380,371,69,103,115,69
380,117,97,139,149,97
380,139,91,131,137,91
380,366,77,131,129,77
380,563,95,145,141,95
380,278,92,144,142,92
380,187,87,149,153,87
380,532,155,207,209,155
380,173,97,159,161,97
380,465,104,172,168,104
380,580,72,126,120,72
380,198,97,153,143,97
380,72,55,131,121,55
380,158,74,114,120,74
380,189,106,150,150,106
380,20,66,108,112,66
380,94,56,116,116,56
380,196,91,151,157,91
380,8,188,240,236,188
380,522,78,128,132,78
380,33,80,142,142,80
380,551,103,171,167,103
380,484,111,155,153,111
380,378,68,108,106,68
380,593,87,135,127,87
380,268,79,117,119,79
380,413,78,128,128,78
380,52,67,127,135,67
380,539,88,144,146,88
380,380,0,0,106,0
380,535,79,137,131,79
380,320,66,112,102,66
380,583,95,153,155,95
380,498,67,133,121,67
380,36,74,126,138,74
380,95,73,113,117,73
380,179,56,120,116,56
380,285,93,143,149,93
380,596,91,151,147,91
380,409,91,115,105,91
380,250,104,114,122,104
380,183,89,155,145,89
380,326,91,157,155,91
380,346,75,125,115,75
380,400,76,112,108,76
380,543,69,135,129,69
380,104,65,111,117,65
380,48,64,110,108,64
380,32,76,124,130,76
380,511,84,122,120,84
380,209,115,169,175,115
380,197,78,124,124,78
380,491,57,119,125,57
380,312,89,151,151,89
380,49,78,112,118,78
380,181,82,132,138,82
380,497,68,128,130,68
380,600,100,146,138,100
380,592,79,119,119,79
380,457,72,96,94,72
380,527,125,185,179,125
380,575,118,178,174,118
380,71,87,133,137,87
380,224,108,172,168,108
380,18,106,136,134,106
380,194,103,153,163,103
380,552,88,138,140,88
380,472,96,154,156,96
380,233,67,123,133,67
380,504,145,205,205,145
380,408,86,122,118,86
380,45,108,158,162,108
380,294,112,164,168,112
380,87,60,130,130,60
380,235,82,120,118,82
380,27,87,127,131,87
380,192,64,110,120,64
380,349,143,199,201,143
380,246,67,129,129,67
380,134,72,100,98,72
380,502,82,118,126,82
380,407,65,117,117,65
380,97,74,108,118,74
380,296,237,285,285,237
380,557,110,162,162,110
380,218,92,148,156,92
380,500,96,152,160,96
380,88,84,128,136,84
380,199,119,187,187,119
380,501,117,157,161,117
380,411,67,109,119,67
380,283,98,148,158,98
380,221,72,120,106,72
380,288,83,129,139,83
380,121,83,139,141,83
380,521,93,123,123,93
380,273,81,133,131,81
380,147,73,139,145,73
380,382,99,155,151,99
380,73,88,134,136,88
535,25,73,143,151,73
535,438,103,173,161,103
535,252,74,118,134,74
535,24,78,148,154,78
535,267,74,138,134,74
535,315,88,146,158,88
535,350,79,139,143,79
535,15,74,140,134,74
535,348,85,151,153,85
535,67,74,138,126,74
535,415,82,132,140,82
535,442,97,169,159,97
535,167,77,163,153,77
535,395,98,174,172,98
535,365,67,145,145,67
535,317,85,127,141,85
535,302,78,144,136,78
535,149,81,145,145,81
535,377,76,140,138,76
535,253,69,129,143,69
535,537,83,161,137,83
535,81,94,124,140,94
535,266,77,135,133,77
535,279,121,197,197,121
535,558,101,157,167,101
535,105,82,146,148,82
535,300,108,168,168,108
535,176,96,170,178,96
535,406,71,131,135,71
535,109,75,127,143,75
535,230,92,142,140,92
535,554,83,143,129,83
535,401,121,177,163,121
535,43,82,154,164,82
535,388,67,131,141,67
535,489,56,132,140,56
535,184,83,143,149,83
535,347,85,149,153,85
535,301,85,155,153,85
535,536,78,154,148,78
535,589,77,129,137,77
535,564,74,138,146,74
535,107,92,148,154,92
535,289,71,145,155,71
535,509,97,143,145,97
535,292,118,174,182,118
535,513,75,143,151,75
535,526,122,200,194,122
535,428,95,129,133,95
535,295,234,302,302,234
535,545,68,144,134,68
535,116,58,148,152,58
535,291,130,196,196,130
535,490,62,132,130,62
535,448,92,140,136,92
535,84,71,133,131,71
535,1,89,141,157,89
535,245,66,148,152,66
535,594,116,186,196,116
535,519,79,145,147,79
535,112,104,168,176,104
535,101,87,163,159,87
535,316,82,162,160,82
535,381,69,123,133,69
535,538,83,153,161,83
535,313,108,164,166,108
535,31,77,145,143,77
535,215,96,178,178,96
535,531,90,136,146,90
535,44,72,172,164,72
535,452,76,134,136,76
535,524,59,141,149,59
535,123,181,255,251,181
535,304,80,146,150,80
535,520,78,140,148,78
535,241,60,138,138,60
535,270,78,134,134,78
535,180,74,124,134,74
535,74,74,158,166,74
535,42,70,164,172,70
535,309,90,166,170,90
535,26,75,141,125,75
535,570,85,137,143,85
535,297,238,304,302,238
535,572,84,134,148,84
535,546,72,158,156,72
535,22,75,157,145,75
535,86,72,138,140,72
535,41,86,166,164,86
535,174,104,178,158,104
535,308,80,146,150,80
535,118,188,242,248,188
535,578,125,189,189,125
535,287,68,154,158,68
535,514,101,141,155,101
535,223,63,139,141,63
535,305,97,163,157,97
535,598,111,179,183,111
535,284,90,148,158,90
535,182,91,153,149,91
535,168,74,148,148,74
535,544,62,144,142,62
535,143,84,126,132,84
535,113,106,174,182,106
535,533,87,151,155,87
535,14,68,140,136,68
535,540,87,169,173,87
535,286,70,158,146,70
535,93,70,114,132,70
535,276,88,134,136,88
535,126,97,121,129,97
535,243,85,141,129,85
535,102,96,142,154,96
535,459,99,157,151,99
535,547,89,147,135,89
535,414,84,140,140,84
535,177,94,164,164,94
535,62,69,141,139,69
535,227,68,144,138,68
535,226,72,134,142,72
535,444,94,146,148,94
535,282,94,160,164,94
535,553,61,157,161,61
535,574,80,148,162,80
535,306,111,177,181,111
535,516,56,140,142,56
535,193,90,148,136,90
535,492,61,147,149,61
535,495,67,135,143,67
535,195,93,171,165,93
535,530,91,141,155,91
535,327,85,167,165,85
535,595,110,164,154,110
535,390,75,141,145,75
535,146,74,150,142,74
535,103,124,202,204,124
535,46,101,165,169,101
535,355,156,206,214,156
535,493,79,147,141,79
535,234,78,138,132,78
535,430,80,128,128,80
535,293,181,229,235,181
535,98,93,137,135,93
535,404,81,129,129,81
535,91,68,138,148,68
535,439,105,167,163,105
535,13,81,143,137,81
535,310,100,178,168,100
535,599,118,164,168,118
535,275,63,137,125,63
535,379,94,134,132,94
535,169,104,154,162,104
535,569,73,143,165,73
535,89,76,140,140,76
535,392,85,147,157,85
535,203,106,180,188,106
535,30,54,128,132,54
535,542,91,155,163,91
535,204,108,192,194,108
535,222,97,135,139,97
535,325,106,178,168,106
535,269,77,139,143,77
535,228,90,152,138,90
535,271,74,132,138,74
535,63,66,126,132,66
535,333,78,126,132,78
535,21,82,158,154,82
535,171,101,173,173,101
535,560,76,140,144,76
535,108,82,152,138,82
535,523,87,183,167,87
535,443,75,133,141,75
535,496,74,126,148,74
535,231,93,133,143,93
535,99,82,132,138,82
535,418,65,125,129,65
535,517,105,159,167,105
535,290,70,134,138,70
535,424,86,136,132,86
535,494,69,129,135,69
535,272,88,134,154,88
535,303,80,152,152,80
535,178,86,160,150,86
535,534,91,171,169,91
535,307,86,158,166,86
535,247,81,119,127,81
535,90,62,134,146,62
535,23,90,144,140,90
535,200,76,150,138,76
535,571,78,146,158,78
535,485,89,133,137,89
535,591,95,167,171,95
535,92,73,145,151,73
535,17,103,139,151,103
535,16,104,172,180,104
535,242,75,137,141,75
535,541,110,164,158,110
535,37,74,146,148,74
535,461,119,153,133,119
535,412,82,134,140,82
535,10,65,129,139,65
535,434,75,131,139,75
535,357,82,148,136,82
535,299,63,147,141,63
535,512,90,144,130,90
535,503,79,159,161,79
535,597,112,186,186,112
535,68,75,149,147,75
535,573,83,149,159,83
535,185,89,169,169,89
535,427,76,118,134,76
535,47,79,133,133,79
535,277,72,132,134,72
535,585,74,138,130,74
535,274,57,123,133,57
535,85,65,127,135,65
535,499,66,146,152,66
535,148,83,147,149,83
535,191,96,174,166,96
535,559,75,139,135,75
535,371,76,136,134,76
535,117,78,158,166,78
535,139,90,138,156,90
535,366,76,144,146,76
535,563,92,148,156,92
535,278,89,157,143,89
535,187,90,152,160,90
535,532,152,222,220,152
535,173,90,160,170,90
535,465,109,185,179,109
535,580,75,141,151,75
535,198,102,166,166,102
535,72,74,132,142,74
535,158,75,123,127,75
535,189,99,161,169,99
535,20,75,137,135,75
535,94,73,141,145,73
535,196,94,158,164,94
535,8,185,249,253,185
535,522,79,149,145,79
535,33,67,145,147,67
535,551,112,186,180,112
535,484,108,172,164,108
535,378,79,137,127,79
535,593,88,144,150,88
535,268,82,146,142,82
535,413,93,143,149,93
535,52,84,140,150,84
535,539,83,151,147,83
535,380,69,137,131,69
535,535,0,0,146,0
535,320,77,129,125,77
535,583,86,160,166,86
535,498,72,138,130,72
535,36,77,141,147,77
535,95,80,136,134,80
535,179,77,125,129,77
535,285,90,160,170,90
535,596,102,154,160,102
535,409,80,130,140,80
535,250,93,135,145,93
535,183,86,138,156,86
535,326,86,152,172,86
535,346,62,128,134,62
535,400,79,127,137,79
535,543,72,152,158,72
535,104,82,142,144,82
535,48,73,137,127,73
535,32,79,145,153,79
535,511,85,143,141,85
535,209,122,184,188,122
535,197,73,141,137,73
535,491,72,146,126,72
535,312,98,158,166,98
535,49,71,137,135,71
535,181,85,139,147,85
535,497,59,149,153,59
535,600,105,151,151,105
535,592,88,146,140,88
535,457,77,123,125,77
535,527,118,200,188,118
535,575,111,185,193,111
535,71,88,146,154,88
535,224,97,177,189,97
535,18,91,143,151,91
535,194,104,172,164,104
535,552,89,137,153,89
535,472,77,163,161,77
535,233,82,134,142,82
535,504,140,214,212,140
535,408,77,135,131,77
535,45,87,161,173,87
535,294,107,175,189,107
535,87,61,135,143,61
535,235,81,141,143,81
535,27,56,144,146,56
535,192,69,139,135,69
535,349,142,214,212,142
535,246,70,148,148,70
535,134,85,125,137,85
535,502,77,145,145,77
535,407,90,144,140,90
535,97,67,135,139,67
535,296,236,302,308,236
535,557,91,187,183,91
535,218,87,175,163,87
535,500,77,165,159,77
535,88,115,151,155,115
535,199,130,200,202,130
535,501,118,174,170,118
535,411,80,134,144,80
535,283,103,171,169,103
535,221,89,137,125,89
535,288,72,148,138,72
535,121,86,136,156,86
535,521,84,150,144,84
535,273,62,140,150,62
535,147,80,140,150,80
535,382,86,158,168,86
535,73,107,157,145,107
320,25,84,134,138,84
320,438,108,154,148,108
320,252,71,107,103,71
320,24,81,145,141,81
320,267,79,111,113,79
320,315,93,139,143,93
320,350,84,114,112,84
320,15,69,111,105,69
320,348,88,134,132,88
320,67,67,109,101,67
320,415,91,121,121,91
320,442,96,144,142,96
320,167,102,146,140,102
320,395,101,155,151,101
320,365,72,120,126,72
320,317,84,108,114,84
320,302,73,135,127,73
320,149,104,118,126,104
320,377,85,107,119,85
320,253,86,112,102,86
320,537,104,132,132,104
320,81,83,121,113,83
320,266,76,112,116,76
320,279,130,176,180,130
320,558,88,144,148,88
320,105,81,115,119,81
320,300,97,149,153,97
320,176,107,155,147,107
320,406,86,112,110,86
320,109,80,118,120,80
320,230,85,111,99,85
320,554,86,110,108,86
320,401,104,150,144,104
320,43,111,143,151,111
320,388,74,114,108,74
320,489,73,111,113,73
320,184,112,142,138,112
320,347,84,138,138,84
320,301,86,138,132,86
320,536,85,143,139,85
320,589,76,110,106,76
320,564,77,115,115,77
320,107,85,127,131,85
320,289,92,128,122,92
320,509,94,142,134,94
320,292,123,169,175,123
320,513,98,136,134,98
320,526,123,177,173,123
320,428,82,108,104,82
320,295,223,263,265,223
320,545,83,119,125,83
320,116,67,125,117,67
320,291,117,171,171,117
320,490,85,121,103,85
320,448,79,119,117,79
320,84,78,118,118,78
320,1,90,126,116,90
320,245,101,135,131,101
320,594,123,173,169,123
320,519,96,116,124,96
320,112,107,157,153,107
320,101,90,142,136,90
320,316,95,143,143,95
320,381,66,108,106,66
320,538,90,134,134,90
320,313,101,155,155,101
320,31,76,120,128,76
320,215,113,163,161,113
320,531,93,133,131,93
320,44,93,149,141,93
320,452,55,97,99,55
320,524,72,112,122,72
320,123,174,222,230,174
320,304,87,129,123,87
320,520,99,117,121,99
320,241,79,115,111,79
320,270,79,111,105,79
320,180,79,107,103,79
320,74,101,145,143,101
320,42,109,155,145,109
320,309,105,147,149,105
320,26,86,128,126,86
320,570,76,126,124,76
320,297,231,275,279,231
320,572,79,135,135,79
320,546,71,131,123,71
320,22,88,132,134,88
320,86,71,109,113,71
320,41,95,147,149,95
320,174,101,153,151,101
320,308,87,129,123,87
320,118,173,229,229,173
320,578,114,172,170,114
320,287,89,129,129,89
320,514,102,136,132,102
320,223,78,124,126,78
320,305,92,150,138,92
320,598,116,162,156,116
320,284,79,135,127,79
320,182,88,138,138,88
320,168,81,137,119,81
320,544,81,125,121,81
320,143,79,109,111,79
320,113,97,153,163,97
320,533,94,132,136,94
320,14,73,125,117,73
320,540,86,152,144,86
320,286,87,125,131,87
320,93,65,105,105,65
320,276,83,107,111,83
320,126,66,90,92,66
320,243,68,108,108,68
320,102,81,125,125,81
320,459,82,124,128,82
320,547,96,122,122,96
320,414,89,115,115,89
320,177,91,143,149,91
320,62,80,118,116,80
320,227,89,129,121,89
320,226,83,117,107,83
320,444,85,121,117,85
320,282,85,137,139,85
320,553,80,132,140,80
320,574,87,139,133,87
320,306,108,156,164,108
320,516,63,113,111,63
320,193,71,109,101,71
320,492,90,124,116,90
320,495,74,120,120,74
320,195,88,138,146,88
320,530,88,122,132,88
320,327,100,148,144,100
320,595,89,133,139,89
320,390,80,120,120,80
320,146,91,125,131,91
320,103,133,179,181,133
320,46,92,142,148,92
320,355,139,183,191,139
320,493,86,116,112,86
320,234,99,107,117,99
320,430,61,99,95,61
320,293,166,214,214,166
320,98,84,110,110,84
320,404,74,110,102,74
320,91,93,131,115,93
320,439,102,156,150,102
320,13,74,124,130,74
320,310,107,157,159,107
320,599,111,159,157,111
320,275,76,102,102,76
320,379,75,101,101,75
320,169,99,139,143,99
320,569,84,132,142,84
320,89,93,133,141,93
320,392,100,148,134,100
320,203,111,167,165,111
320,30,75,113,117,75
320,542,104,152,148,104
320,204,117,171,169,117
320,222,84,112,100,84
320,325,99,157,157,99
320,269,68,120,118,68
320,228,89,125,123,89
320,271,89,117,109,89
320,63,69,107,101,69
320,333,75,109,109,75
320,21,93,133,133,93
320,171,104,152,150,104
320,560,85,109,107,85
